ID,Type,Sigma,SMILES
B342,m,0.21,CC(=O)/C=C/c1cccc(C(=O)O)c1
B382,m,-0.06,O=C(O)c1cccc(C2=CCCC2)c1
B477,m,0.04,C[Si](C)(c1ccccc1)c1cccc(C(=O)O)c1
B194,m,0.17,O=C(CCl)Nc1cccc(C(=O)O)c1
B386,m,0.06,CCCCOC(=O)Nc1cccc(C(=O)O)c1
B392,m,0.16,C[N+](C)(C)CCc1cccc(C(=O)O)c1
B518,m,0.1,C[Si](c1ccccc1)(c1ccccc1)c1cccc(C(=O)O)c1
B81,m,0.4,O=C(O)c1cccc(SC(F)(F)F)c1
B470,m,0.39,O=C(O)c1cccc(/C=N/NC(=O)c2ccccc2)c1
B252,m,0.29,O=C(O)c1cccc(N=C(C(F)(F)F)C(F)(F)F)c1
B187,m,0.29,O=C(O)c1cccc(CS(=O)(=O)C(F)(F)F)c1
B297,m,0.23,CC(C)Sc1cccc(C(=O)O)c1
B113,m,0.64,O=C(O)c1cccc(-c2nnn[nH]2)c1
B463,m,-0.07,CCCCCCCc1cccc(C(=O)O)c1
B78,m,0.83,O=C(O)c1cccc(S(=O)(=O)C(F)(F)F)c1
B488,m,0.15,O=C(O)c1cccc(/C=C/C(=O)c2ccc([N+](=O)[O-])cc2)c1
B502,m,0.54,O=C(O)c1cccc([As](=O)(c2ccccc2)c2ccccc2)c1
B163,m,0.5,O=C(O)c1cccc(N(C(=O)F)C(F)(F)F)c1
B58,m,0.86,[NH3+]c1cccc(C(=O)O)c1
B453,m,0.02,O=C(O)c1cccc(NC(=O)c2ccccc2)c1
B362,m,0.16,CCOP(=O)(/N=N\c1cccc(C(=O)O)c1)OCC
B230,m,-0.24,CCNc1cccc(C(=O)O)c1
B165,m,0.47,O=C(O)c1cccc(C(F)(F)C(F)(F)F)c1
B121,m,0.25,O=C(O)c1cccc(OCCl)c1
B213,m,0.37,CO/N=C/c1cccc(C(=O)O)c1
B406,m,0.15,O=C(O)c1cccc(-c2ccc(Cl)cc2)c1
B123,m,0.2,O=C(O)c1cccc(OCF)c1
B284,m,0.05,CC(=O)NCc1cccc(C(=O)O)c1
B112,m,0.52,O=C(O)c1cccc(-n2cnnn2)c1
B218,m,-0.12,O=C(O)c1cccc(OCC[O-])c1
B475,m,-0.07,O=C(O)c1cccc(CCc2ccccc2)c1
B28,m,0.35,O=C(O)c1cccc(I)c1
B318,m,0.47,O=C(O)c1cccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1
B452,m,0.35,O=C(O)c1cccc(/C=N/c2ccccc2)c1
B267,m,0.21,CC#Cc1cccc(C(=O)O)c1
B272,m,0.02,C/C=C/c1cccc(C(=O)O)c1
B383,m,0.19,CCOC(=O)/C=C/c1cccc(C(=O)O)c1
B148,m,0.6,CS(=O)(=O)c1cccc(C(=O)O)c1
B27,m,0.61,O=C(O)c1cccc(S(F)(F)(F)(F)F)c1
B105,m,0.54,O=C(O)c1cccc(S(=O)C(F)F)c1
B210,m,-0.02,COC(=O)Nc1cccc(C(=O)O)c1
B346,m,0.38,CC(C)C(=O)c1cccc(C(=O)O)c1
B23,m,0.7,O=C(O)c1cccc(S(F)(F)F)c1
B302,m,0.04,CO[Si](C)(C)c1cccc(C(=O)O)c1
B90,m,0.67,N#COc1cccc(C(=O)O)c1
B289,m,-0.06,CCCc1cccc(C(=O)O)c1
B359,m,-0.34,CCCCNc1cccc(C(=O)O)c1
B462,m,-0.07,CCC(CC)(CC)c1cccc(C(=O)O)c1
B184,m,0.28,O=C(O)c1cccc([Se]/C=C/Cl)c1
B425,m,0.36,O=C(O)c1cccc(OS(=O)(=O)c2ccccc2)c1
B258,m,0.48,O=C(O)c1cccc(SC(F)(C(F)(F)F)C(F)(F)F)c1
B388,m,-0.05,CC(C)(C)Cc1cccc(C(=O)O)c1
B419,m,0.32,O=C(O)c1cccc(/N=N/c2ccccc2)c1
B186,m,0.25,O=C(O)c1cccc(CS(=O)C(F)(F)F)c1
B67,m,0.43,O=C(O)c1cccc(OC(Cl)(Cl)Cl)c1
B239,m,0.42,COP(=O)(OC)c1cccc(C(=O)O)c1
B110,m,0.26,O=C(O)c1cccc(C(I)I)c1
B483,m,0.01,CC(C)(C)P(c1cccc(C(=O)O)c1)C(C)(C)C
B481,m,0.35,CCCCP(=O)(CCCC)c1cccc(C(=O)O)c1
B84,m,0.56,N#Cc1cccc(C(=O)O)c1
B490,m,0.18,O=C(O)c1cccc(/C=C/C(=O)c2ccccc2)c1
B45,m,0.12,O=C(O)c1cccc(O)c1
B138,m,-0.1,O=C(O)c1cccc(NCS(=O)(=O)[O-])c1
B180,m,0.38,O=C(O)c1cccc(SC(F)(F)C(F)F)c1
B516,m,0.09,Cc1ccc(P(=S)(c2ccccc2)c2cccc(C(=O)O)c2)cc1
B286,m,0.18,CC(C)(c1cccc(C(=O)O)c1)[N+](=O)[O-]
B523,m,1.13,Cc1ccc([P+](C)(c2ccc(C)cc2)c2cccc(C(=O)O)c2)cc1
B99,m,-0.1,O=C([O-])c1cccc(C(=O)O)c1
B31,m,0.62,O=Nc1cccc(C(=O)O)c1
B125,m,0.1,O=C(O)c1cccc(CI)c1
B426,m,0.23,O=C(O)c1cccc(Sc2ccccc2)c1
B32,m,0.71,O=C(O)c1cccc([N+](=O)[O-])c1
B338,m,0.06,O=C(O)c1cccc(-c2ccc[se]2)c1
B275,m,0.09,C=CCOc1cccc(C(=O)O)c1
B341,m,0.34,O=C(O)c1cccc(N2C(=O)CCC2=O)c1
B1,m,0.32,O=C(O)c1cccc(B(F)F)c1
B497,m,-0.12,O=C(O)c1cccc(C23CC4CC(CC(C4)C2)C3)c1
B227,m,0.13,N[C+](N)SCc1cccc(C(=O)O)c1
B348,m,0.11,CC(C)C(=O)Nc1cccc(C(=O)O)c1
B529,m,-0.01,O=C(O)c1cccc(C(c2ccccc2)(c2ccccc2)c2ccccc2)c1
B161,m,0.48,O=C(O)c1cccc(SC(=O)C(F)(F)F)c1
B363,m,0.55,CCOP(=O)(OCC)c1cccc(C(=O)O)c1
B390,m,0.1,CCCCCOc1cccc(C(=O)O)c1
B345,m,-0.05,O=C(O)c1cccc(C2CCC2)c1
B451,m,-0.08,O=C(O)c1cccc(/N=C/c2ccccc2)c1
B298,m,0,CN(C)Cc1cccc(C(=O)O)c1
B85,m,0.48,[C-]#[N+]c1cccc(C(=O)O)c1
B65,m,0.21,O=C(O)c1cccc(N=C(Cl)Cl)c1
B491,m,0.08,CC(C)c1ccc(-c2cccc(C(=O)O)c2)cc1
B512,m,-0.03,O=C(O)c1cccc(C(c2ccccc2)c2ccccc2)c1
B225,m,0.18,CCSc1cccc(C(=O)O)c1
B328,m,0.47,O=C(O)c1cccc(N2C(=O)CC(Cl)C2=O)c1
B510,m,0.38,O=C(O)c1cccc(-c2cc(=O)c3c(ccc4ccccc43)o2)c1
B271,m,0.09,C=C(C)c1cccc(C(=O)O)c1
B14,m,0.48,O=C(O)c1cccc([Si](Cl)(Cl)Cl)c1
B223,m,0.08,COCc1cccc(C(=O)O)c1
B269,m,0.24,O=C/C=C/c1cccc(C(=O)O)c1
B504,m,0,O=C(O)c1cccc(N(c2ccccc2)c2ccccc2)c1
B293,m,0.1,CC(C)Oc1cccc(C(=O)O)c1
B505,m,0.38,O=C(O)c1cccc(P(=O)(c2ccccc2)c2ccccc2)c1
B277,m,0.37,CCOC(=O)c1cccc(C(=O)O)c1
B336,m,0.09,O=C(O)c1cccc(-c2cccs2)c1
B182,m,0.26,C#CSc1cccc(C(=O)O)c1
B66,m,0.4,O=C(O)c1cccc(C(Cl)(Cl)Cl)c1
B44,m,0.91,O=C(O)c1cccc(N[N+](=O)[O-])c1
B157,m,0.59,[NH3+]Cc1cccc(C(=O)O)c1
B405,m,0.15,O=C(O)c1cccc(-c2cccc(Cl)c2)c1
B254,m,0.37,O=C(O)c1cccc(C(F)(C(F)(F)F)C(F)(F)F)c1
B398,m,0.66,O=C(O)c1cccc(OP(=O)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F)c1
B196,m,0.39,CC(=O)O[Hg]c1cccc(C(=O)O)c1
B56,m,-0.48,O=C(O)c1cccc([B-](O)(O)O)c1
B166,m,0.48,O=C(O)c1cccc(OC(F)(F)C(F)(F)F)c1
B450,m,0.37,O=C(O)c1cccc(C(=O)Oc2ccccc2)c1
B22,m,0.85,O=C(O)c1cccc([Ge](F)(F)F)c1
B151,m,0.15,CSc1cccc(C(=O)O)c1
B109,m,0.44,O=C(O)c1cccc(NS(=O)(=O)C(F)(F)F)c1
B366,m,0.4,C[N+](C)(C)Cc1cccc(C(=O)O)c1
B278,m,0.04,CC(=O)OCc1cccc(C(=O)O)c1
B411,m,0.14,O=C(O)c1cccc(-c2ccc(I)cc2)c1
B175,m,0.21,C#Cc1cccc(C(=O)O)c1
B203,m,0.37,COC(=O)c1cccc(C(=O)O)c1
B24,m,0.54,O=C(O)c1cccc([Si](F)(F)F)c1
B2,m,0.39,O=C(O)c1cccc(Br)c1
B479,m,0.62,Cc1cc(C)[n+](-c2cccc(C(=O)O)c2)c(C)c1
B369,m,-0.16,C[Si](C)(C)Cc1cccc(C(=O)O)c1
B209,m,0.09,CN1OC1c1cccc(C(=O)O)c1
B201,m,0.39,CC(=O)Sc1cccc(C(=O)O)c1
B152,m,0.22,CSSc1cccc(C(=O)O)c1
B448,m,0.34,O=C(O)c1cccc(C(=O)c2ccccc2)c1
